Category,Outbreak,Location,Lat,Long,Cases,Fatalities,Impact Scale,Type
Polio,Polio,Afghanistan,33.4131,68.09326,25,,Epd,Other
Polio,Polio,Afghanistan,33.4131,68.09326,80,,Epd,Other
Polio,Polio,Afghanistan,32.54681,64.07227,37,,2nd,Other
Polio,sabin-like type 2 polio,Afghanistan (Kandahar),28.31405,65.2478,2,,Clst,Other
Polio,Polio,Afghanistan,33.65121,64.07227,12,,Epd,Other
Whooping Cough,Whooping Cough,Afghanistan (Badkhshan),36.73477,70.812,350,12,Clst,Other
Measles,Measles,Afghanistan (Ghor),35.16713,63.76954,6000,20,Epd,Other
Measles,Measles,Afghanistan,33.92513,66.26953,3013,,Epd,Other
Measles,Measles,Algeria (Adrar),26.41813,0.2833,87,,Epd,Other
Measles,Measles,Angola (Cunene),-16.4905382,14.6223476,99,,Epd,Other
Measles,Measles,Angola,-11.24054,17.84369,2657,,Epd,Other
Measles,Measles,Angola,-11.12097,17.80746,1679,,Epd,Other
Measles,Measles,Angola,-13.000532,17.87389,16,8,Clst,Other
Measles,Measles,Angola (Kuando Kubango),-16.41808,18.80762,320,,Epd,Other
Measles,Measles,Angola (Huila),-14.92806,14.65878,35,5,Clst,Other
Measles,Measles,Angola (Cunene),-16.4905382,14.6223476,19,,Clst,Other
Measles,Measles,Angola (Uige),-7.17367,15.40681,45,,Clst,Other
Polio,Polio,Angola,-11.236546,17.873887,24,,2nd,Other
Polio,Polio,Angola,-13.41099,16.78711,5,,Clst,Other
Measles,Measles,Argentina,-34.60372,-58.38159,1,,Isl,Other
Measles,Measles,Argentina,-34.60372,-58.38159,1,,Isl,Other
Whooping Cough,Whooping Cough,Argentina,-38.4161,-63.61667,597,,Epd,Other
Whooping Cough,Whooping Cough,Argentina (Mendoza),-32.89018,-68.84405,71,,Epd,Other
Whooping Cough,Whooping Cough,Australia (Gladstone Region),-23.805604,151.254637,65,,Epd,Other
Whooping Cough,Whooping Cough,Australia (New South Wales),-33.28462,144.31641,13046,,Epd,Other
Whooping Cough,Whooping Cough,Australia (Western Australia),-26.71617,122.10205,3597,,Epd,Other
Whooping Cough,Whooping Cough,Australia,-20.91757,142.7028,1505,,Epd,Other
Whooping Cough,Whooping Cough,Australia (New South Wales),-33.13755,146.42578,3722,,Epd,Other
Measles,Measles,Australia (Victoria),-38.471308,140.785153,18,,Clst,Other
Measles,Measles,Austria (Styria),47.264901,14.89393,37,,2nd,Other
Measles,Measles,Australia (Western Australia),-27.672817,121.62831,2,,2nd,Other
Measles,Measles,Australia (New South Wales),-30.253218,146.921099,1,,Isl,Other
Measles,Measles,Australia (Queensland),-24.917574,145.902796,2,,2nd,Other
Measles,Measles,Australia,-22.73591,140.018765,3,,2nd,Other
Measles,Measles,Australia (Brisbane),-27.470933,153.023502,1,,Isl,Other
Measles,Measles,Australia (Melbourne),-37.813187,144.96298,1,,Isl,Other
Measles,Measles,Australia (Blacktown),-33.769464,150.908493,14,,Clst,Other
Measles,Measles,Australia (Victoria),-37.471308,141.785153,16,,2nd,Other
Measles,Measles,Australia (Queensland),-23.917574,141.702796,12,,Clst,Other
Measles,Measles,Australia (New South Wales),-32.253218,146.921099,29,,Clst,Other
Measles,Measles,Australia (Queensland),-20.917574,142.702796,1,,Isl,Other
Measles,Measles,Australia (Victoria),-35.471308,144.785153,4,,Clst,Other
Measles,Measles,Australia (South),-29.532804,145.491477,1,,Isl,Other
Measles,Measles,Australia (Adelaide),-34.928621,138.599959,1,,Isl,Other
Measles,Measles,Australia (Northern Territory),-19.491411,132.55096,1,,Isl,Other
Measles,Measles,Australia (South Australia),-30.000232,136.209155,2,,2nd,Other
Measles,Measles,Australia (Australian Capital Territory),-35.47347,149.01237,12,,Clst,Other
Measles,Measles,Australia (Adelaide),-34.92113,138.58377,1,,Isl,Other
Measles,Measles,Australia (Canberra),-33.99803,146.84326,13,,Clst,Other
Measles,Measles,Australia,-22.73591,140.018765,89,,Epd,Other
Measles,Measles,Australia (Adelaide),-37.96443,145.05598,2,,2nd,Other
Measles,Measles,Australia (Sydney),-33.76946,150.90849,2,,Clst,Other
Measles,Measles,Australia (Sydney),-33.88305,151.11442,3,,Clst,Other
Measles,Measles,Australia (Queensland),-20.91757,142.7028,1,,Isl,Other
Measles,Measles,Australia (Campbelltown),-34.06777,150.81319,22,,Clst,Other
Measles,Measles,Australia (Queensland),-25.12539,144.22852,1,,Isl,Other
Measles,Measles,Australia (Sydney),-33.89379,151.22561,40,,Clst,Other
Measles,Measles,Australia (New South Wales),-31.25322,146.9211,2,,Isl,Other
Measles,Measles,Australia (Adelaide),-34.92862,138.59996,3,,Isl,Other
Measles,Measles,Australia (Victoria),-37.81411,144.96328,10,,Clst,Other
Measles,Measles,Australia (Queensland),-27.61409,152.75847,35,,Clst,Other
Measles ,Measles,Australia (Queensland),-26.6122,150.78,12,,Clst,Other
Measles,Measles,Australia (Queensland),-20.91757,142.7028,4,,Isl,Other
Mumps,Mumps,Australia (New South Wales),-31.25322,146.9211,15,,Clst,Other
Measles,Measles,Australia (New South Wales),-28.23696,153.5098,1,,Isl,Other
Measles,Measles,Australia,-23.99618,122.8767,27,,Epd,Other
Mumps,Mumps,Australia,-31.953,115.85747,30,,Clst,Other
Measles,Measles,Austria,47.51623,14.55007,22,,Clst,Other
Measles,Measles,Austria,47.07012,12.98584,35,,Clst,Other
Rubella,Rubella,Austria,48.18074,15.46875,10,,Isl,Other
Measles,Measles,Bangladesh (Bandarban),22.2,90.216667,200,20,Epid,Other
Measles,Measles,Bangladesh (Bandarban),22.2,92.216667,100,3,Epd,Other
Measles,Measles,Belgium,50.503887,4.469936,192,,Epd,Other
Measles,Measles,Belgium,50.54529,4.30801,56,,Epd,Other
Measles,Measles,Benin,9.61429,2.35794,1001,,Epd,Other
Measles,Measles,Benin,9.30769,2.315834,85,,Epd,Other
Measles,Measles,Bosnia,43.73935,18.3252,161,,Epd,Other
Measles,Measles,Botswana,-22.32847,24.68487,1412,,Epd,Other
Measles,Measles,Brazil (Sao Paolo),-23.54894,-46.63882,27,,Epd,Other
Measles,Measles,Brazil,-17.93018,-43.79085,3,,Clst,Other
Measles,Measles,Brazil,-8.81372,-36.95411,138,,Epd,Other
Measles,Measles,Bulgaria,42.733883,25.48583,958,,Epd,Other
Measles,Measles,Bulgaria,40.733883,24.48583,131,,Epd,Other
Measles,Measles,Bulgaria,42.79943,24.90051,2,,Isl,Other
Rubella,Rubella,Bulgaria,43.0167,25.92224,16,,Isl,Other
Other,Meningitis,Burkina Faso,12.238333,-1.561593,5118,718,Epd,Other
Measles,Measles,Burkina Faso ,12.938333,-1.61593,400,,Epd,Other
Measles,Measles,Burkina Faso,11.938333,-1.761593,19000,150,Epd,Other
Measles,Measles,Burkina Faso,13.238333,-1.161593,1258,10,Epd,Other
Measles,Measles,Cameroon,7.369722,11.354722,1338,6,Epd,Other
Measles,Measles,Cameroon,4.54357,12.91992,1305,,Epd,Other
Measles,Measles,Cameroon,8.369722,12.354722,160,2,Epd,Other
Measles,Measles,Cameroon,4.04749,9.70637,111,,Epd,Other
Polio,Polio,Cameroon,4.85015,12.7002,4,,Epd,Other
Measles,Measles,Canada (Alberta),55.93327,-117.5765,1,,Isl,Other
Measles,Measles,Canada (Alberta),53.933271,-116.576504,4,,2nd,Other
Measles,Measles,Canada (Alberta),53.54356,-113.49045,1,,Isl,Other
Measles,Measles,Canada (Alberta),53.5555,-115.57,18,,Clst,Other
Measles,Measles,Canada (British Columbia),53.726668,-127.647621,44,,Epd,Other
Measles,Measles,Canada (British Columbia),49.22949,-123.00258,4,,Clst,Other
Whooping Cough,Whooping Cough,Canada (British Columbia),55.17887,-126.12305,247,,Epd,Other
Whooping Cough,Whooping Cough,Canada (British Columbia),49.15794,-121.95147,140,,Epd,Other
Measles,Measles,Canada (Edmonton),53.54356,-113.49045,1,,Isl,Other
Whooping Cough,Whooping Cough,Canada (New Brunswick),46.56532,-66.46192,548,,Epd,Other
Measles,Measles,Canada (Prince Edward Island),46.51071,-63.41681,2,,2nd,Other
Measles,Measles,Canada (Halton),43.32552,-79.79903,6,,2nd,Other
Measles,Measles,Canada (Ontario),51.56341,-88.94531,1,,Isl,Other
Mumps,Mumps,Canada (Ontario),51.253775,-85.323214,11,,2nd,Other
Measles,Measles,Canada (Ottawa),46.411572,-75.698194,6,,2nd,Other
Measles,Measles,Canada (Ottawa),47.411572,-75.698194,1,,Isl,Other
Measles,Measles,Canada (Ottawa),45.411572,-75.698194,1,,Isl,Other
Measles,Measles,Canada (Quebec),52.939916,-73.549136,36,,Clst,Other
Measles,Measles,Canada (Quebec),53.939916,-73.549136,2,,2nd,Other
Measles,Measles,Canada (Quebec),52.93992,-73.54914,757,,Epd,Other
Measles,Measles,Canada (Saskatchewan),52.939916,-106.450864,6,,Clst,Other
Measles,Measles,Canada (Saskatchewan),53.70971,-106.43555,1,,Clst,Other
Measles,Measles,Canada (Saskatchewan),53.4982,-106.44,1,,Isl,Other
Measles,Measles,"Canada (Toronto, Ontario)",43.65323,-79.38318,1,,Isl,Other
Measles,Measles,Canada (New Brunswick),45.64477,-65.87402,3,,Isl,Other
Measles,Measles,Canada (British Columbia),53.72667,-127.64762,8,,Clst,Other
Measles,Measles,Canada (Quebec),45.47654,-75.70127,1,,Isl,Other
Measles,Measles,Canada (Ontario),43.13264,-80.73906,2,,Isl,Other
Measles,Measles,Canada (Ontario),43.25002,-79.86609,1,,Isl,Other
Mumps,Mumps,Canada (Quebec),51.9399642,-73.549136,20,,Clst,Other
Mumps,Mumps,Canada (Vancouver),49.261226,-123.113927,90,,Epd,Other
Mumps,Mumps,Canada (Whistler),50.116168,-122.959423,15,,Clst,Other
Whooping Cough,Whooping Cough,Canada (Yukon Territory),64.28233,-135,5,,Clst,Other
Measles,Measles,Central African Republic,6.611111,20.939444,31,,Clst,Other
Polio,Polio,Central African Republic,7.1336,20.99487,4,,Clst,Other
Measles,Measles,Central African Republic,4.3617,18.55597,8,,Clst,Other
Measles,Measles,Chad,15.454166,19.17513,5832,79,Epd,Other
Measles,Measles,Chad,16.454242,18.732207,5311,63,Epd,Other
Measles,Measles,Chad,13.60328,19.09424,8650,,Epd,Other
Measles,Measles,Chad,11.78133,21.79688,4,,Clst,Other
Other,Meningitis,Chad,14.99999,18.732207,507,56,Epd,Other
Polio,Polio,Chad,15.45417,18.73221,15,,Clst,Other
Polio,Polio,Chad,12.55456,16.61133,5,,Clst,Other
Whooping Cough,Whooping Cough,Chile,-33.04565,-71.62036,643,5,Epd,Other
Measles,Measles,Chile (Santiago),-33.416667,-70.55,1,,Isl,Other
Measles,Measles,Chile,-35.675147,-71.542969,6,,Clst,Other
Polio,Polio,China,35.38905,85.60547,9,,Clst,Other
Polio,Polio,China,37.85751,80.33203,4,,Clst,Other
Measles,Measles,China,35.85121,104.51569,129285,,Epd,Other
Measles,Measles,China (Shenzhen),22.543099,114.057868,2156,,Epd,Other
Measles,Measles,China,35.85121,104.51569,52461,,Epd,Other
Measles,Measles,China,35.85121,104.51569,3538,,Epd,Other
Measles,Measles,China (Heihe),50.245297,127.52846,280,,Epd,Other
Measles,Measles,China,35.85121,104.51569,9943,,Epd,Other
Measles,Measles,China (Inner Mongolia),40.8175,111.76562,19,,Clst,Other
Measles,Measles,China,35.74428,104.07074,2731,,Epd,Other
Measles,Measles,China (Changqiao),26.5152,103.5777,1,,Clst,Other
Measles,Measles,China (Yunnan),25.04535,102.70994,336,,Epd,Other
Measles,Measles,China,35.46067,91.75781,1502,,Epd,Other
Measles,Measles,China (Anhui),31.86118,117.28492,225,,Epd,Other
Measles,Measles,China (Kunming),24.88018,102.83286,151,,Epd,Other
Measles,Measles,China (Wudu District),33.3924,104.92652,88,,Epd,Other
Other,Typhoid Fever,China (Hubei),30.545861,114.341921,81,,Epd,Other
Measles,Measles,Colombia,4.99342,-74.29733,2,,2nd,Other
Measles,Measles,Colombia,4.57087,-74.29733,4,,2nd,Other
Measles,Measles,Colombia,5.01806,-74.07583,7,,Clst,Other
Measles,Measles,Colombia,4.57899,-73.49992,5,,Clst,Other
Mumps,Mumps,Colombia,5.62801,-74.30303,56,,Epd,Other
Mumps,Mumps,Colombia (Bogota),4.59806,-74.07583,323,,Epd,Other
Whooping Cough,Whooping Cough,Colombia,4.570868,-73.49992,14,14,Clst,Other
Whooping Cough,Whooping Cough,Colombia (Bogota),4.59806,-74.07583,589,23,Epd,Other
Whooping Cough,Whooping Cough,Colombia (Antioquia),7.19861,-75.34122,unknown,6,Epd,Other
Whooping Cough,Whooping Cough,Colombia,4.57087,-73.49992,unknown,21,Epd,Other
Measles,Measles,Cote dIvoire,8.39989,-5.54708,491,3,Epd,Other
Measles,Measles,Cote dIvoire,7.00189,-5.54708,47,,Epd,Other
Polio,Polio,Cote dIvoire,7.44962,-5.71289,36,,Epd,Other
Measles,Measles,Cyprus,35.12641,33.42986,1,,Isl,Other
Measles,Measles,Czech Republic,49.81749,15.47296,23,,Clst,Other
Measles,Measles,Denmark,56.26392,9.50178,2,,Clst,Other
Polio,Polio,DR Congo,-4.310395,15.371668,3,,2nd,Other
Measles,Measles,DR Congo,-4.038333,21.758664,3976,13,Epd,Other
Measles,Measles,DR Congo,-3.209257,23.730469,368,,Epd,Other
Measles,Measles,DR Congo,-2.41628,14.94141,1421,,Epd,Other
Measles,Measles,DR Congo (Kinshasa),-3.9241,15.29866,106,106,Epd,Other
Measles,Measles,DR Congo (Maniema),-4.123891,24.739923,3000,15,Epd,Other
Measles,Measles,DR Congo,-0.228021,15.827659,16000,107,Epd,Other
Measles,Measles,DR Congo (Katanga),-4.35808,15.301145,230,6,Epd,Other
Measles,Measles,DR Congo (Kasumbalesa),-12.1975,27.79778,60,2,Epd,Other
Measles,Measles,DR Congo (Faradje),3.73635,29.71365,210,3,Epd,Other
Measles,Measles,DR Congo (Likouala),2.04392,17.66889,,22,Epd,Other
Measles,Measles,DR Congo (Kasai Orientale),-6.34831,23.57285,5516,105,Epd,Other
Measles,Measles,DR Congo,-2.50409,20.61035,134042,,Epd,Other
Measles,Measles,DR Congo,-3.05,26.45,75,,Epd,Other
Measles,Measles,DR Congo (Tshuapa District),-0.55824,21.85686,100,11,Epd,Other
Measles,Measles,DR Congo (Orientale Province),1.64063,26.41939,356,4,Epd,Other
Measles,Measles,DR Congo (Bandundu Province),-7.68384,17.33777,12,,Clst,Other
Measles,Measles,DR Congo (Katanga),-8.88511,26.41939,3000,48,Epd,Other
Measles,Measles,DR Congo (Orientale Province),1.85,29.96667,500,9,Epd,Other
Polio,Polio,DR Congo,-4.038333,21.758664,63,,Epd,Other
Polio,Polio,DR Congo,-3.25021,24.47754,93,,Epd,Other
Polio,Polio (cVDPV2),DR Congo (Katanga),-4.12389,24.73992,17,,Clst,Other
Measles,Measles,Ecuador,-0.21217,-78.50538,64,,Epd,Other
Measles,Measles,Ecuador,-2.48213,-79.29932,2,,2nd,Other
Measles,Measles,Ecuador,-2.15281,-79.70581,1,,Isl,Other
Measles,Measles,Ecuador,-1.95748,-79.91927,5,,Clst,Other
Measles,Measles,Ecuador,-1.83124,-78.18341,26,,Clst,Other
Measles,Measles,Ecuador,-0.14648,-78.47519,203,,Epd,Other
Measles,Measles,Ecuador (Quito),-0.22315,-78.51268,3,,Clst,Other
Measles,Measles,Ecuador (Tungurahua),-1.26353,-78.56609,68,,Epd,Other
Mumps,Mumps,Egypt,26.82055,30.8025,107,,Epd,Other
Mumps,Mumps,Egypt (Cairo),30.04442,31.23571,12,,Epd,Other
Mumps,Mumps,Egypt (Fayoum),29.3084,30.84285,38,,Epd,Other
Mumps,Mumps,Egypt (Beni Suef),29.06613,31.09938,48,,Epd,Other
Mumps,Mumps,Egypt (Minya),28.25016,29.97405,95,,Epd,Other
Mumps,Mumps,Egypt (Giza Governorate),28.76662,29.23208,240,,Epd,Other
Mumps,Mumps,Egypt (Marashda),30.06601,31.22006,43,,Epd,Other
Measles,Measles,Equatorial Guinea,1.650801,10.267895,300,10,Epd,Other
Measles,Measles,Estonia,58.59527,25.01361,3,,,Other
Measles,Measles,Ethiopia,9.145,40.489673,3255,,Epd,Other
Measles,Measles,Ethiopia,10.145,41.489513,823,,Epd,Other
Measles,Measles,Ethiopia,9.23953,40.58229,8261,,Epd,Other
Measles,Measles,Ethiopia,9.19412,40.57191,4470,,Epd,Other
Measles,Measles,Ethiopia,9.145,41.486615,47,3,Epd,Other
Measles,Measles,Ethiopia,9.16591,40.51148,3100,,Epd,Other
Polio,Polio,Ethiopia,6.66123,43.79085,6,,Epd,Other
Other,Typhoid Fever,Fiji,-17.77484,177.83638,42,,Clst,Other
Rubella,Rubella,Fiji,-17.713371,178.9665012,3,,Clst,Other
Rubella,Rubella,Fiji,-16.7199,178.065032,28,,Clst,Other
Other,Typhoid Fever,Fiji,-17.713371,178.065032,20,,2nd,Other
Measles,Measles,Finland,61.92411,25.74815,5,,2nd,Other
Measles,Measles,France,44.59047,-0.21973,859,,Epd,Other
Measles,Measles,France,45.17429,6.03149,1,1,Isl,Other
Measles,Measles,France,46.227638,3.21453,14949,,Epd,Other
Measles,Measles,France,47.227638,3.9453631,464,6,Epd,Other
Measles,Measles,France,46.22764,2.21375,350,,Epd,Other
Measles,Measles,France (Mayotte),44.436078,-1.147844,3,,2nd,Other
Measles,Measles,France (Nimes),43.836699,4.360054,12,,Clst,Other
Measles,Measles,France (Rhone-Alpes region),45.16958,5.450282,2000,,Epd,Other
Measles,Measles,Georgia,43.40233,45.71875,2668,,Epd,Other
Measles,Measles,Germany,50.92554,10.76111,183,,Clst,Other
Measles,Measles,Germany,51.165691,10.451526,13,,2nd,Other
Measles,Measles,Germany (Bavaria),48.79045,11.49789,60,,Epd,Other
Measles,Measles,Germany (Berlin),52.51917,13.40609,323,,Epd,Other
Mumps,Mumps,Germany (Bavaria),48.790447,11.497889,115,,Epd,Other
Measles,Measles,Germany (Berlin),52.523405,13.4114,62,,Epd,Other
Measles,Measles,Germany (Hamburg),53.55108,9.99368,216,,Epd,Other
Measles,Measles,Germany(Frankfurt),50.111445,8.680615,45,,Epd,Other
Measles,Measles,Ghana,9.39398,-0.82372,3,,Clst,Other
Other,Meningitis,Ghana,7.946527,-1.023194,96,17,Epd,Other
Measles,Measles,Gibraltar,36.137741,-5.345374,250,,Epd,Other
Measles,Measles,Greece,39.074208,21.824312,126,,Epd,Other
Mumps,Mumps,Guam,13.444304,144.793731,142,,Epd,Other
Other,Rotavirus,Guatemala,15.783471,-90.230759,4336,,Epd,Other
Polio,Polio,Guinea,10.27709,-10.41504,3,,Clst,Other
Measles,Measles,Guinea,9.945587,-9.696645,1013,2,Epd,Other
Other,Diptheria,Haiti,18.971187,-72.285215,24,14,Clst,Other
Polio,Polio,India,20.593684,78.96288,5,,2nd,Other
Measles,Measles,India (Arunachal),27.25831,93.03759,30,,Clst,Other
Polio,Polio,India (Bengal),22.98676,87.85498,1,,Isl,Other
Measles,Measles,India (Bhopal),23.25993,77.41262,50,,Epd,Other
Other,Typhoid Fever,India (Haryana),29.058776,76.085601,43,,Epd,Other
Other,Diptheria,India (Haryana),29.06772,76.10916,14,5,Clst,Other
Measles,Measles,India (Hyderabad),17.385044,78.486671,345,,Epd,Other
Measles,Measles,India (Karnakata),15.317277,75.713888,1,1,Isl,Other
Measles,Measles,India (Kashmir),34.149088,76.825965,5,5,Clst,Other
Measles,Measles,India (Lucknow),26.846511,80.946683,3,1,2nd,Other
Measles,Measles,India,28.57552,77.24195,29339,,Epd,Other
Polio,Polio,India (Maharashtra),19.75148,75.71389,4,,Epd,Other
Whooping Cough,Whooping Cough,India (Rajasthan),27.023804,74.217933,5,1,Clst,Other
Measles,Measles,India (Rayagada),19.16667,83.41667,9,9,Clst,Other
Measles,Measles,India (Uttar Pradesh),27.570589,80.098187,5,2,Clst,Other
Measles,Measles,India (Odisha),19.31496,84.79409,20,1,Clst,Other
Polio,Polio,India(Uttar Pradesh),27.570589,80.098187,32,,Clst,Other
Rubella,Rubella,Indonesia,-0.78928,113.92133,3,,Clst,Other
Measles,Measles,Indonesia,-2.28455,120.27832,21893,,Epd,Other
Measles,Measles,Indonesia,-8.40952,115.18892,6300,,Epd,Other
Other,Typhoid Fever,Indonesia (Jakarta),-6.21154,106.84517,1,,Isl,Other
Measles,Measles,Ireland(Belfast),55.9845,-5.935594,60,,Epd,Other
Measles,Measles,Ireland (Belfast),53.581657,-5.935594,8,,2nd,Other
Measles,Measles,Ireland,53.34399,-6.30615,139,,Epd,Other
Measles,Measles,Ireland,53.41291,-8.24389,23,,Clst,Other
Measles,Measles,Ireland (West Cork),51.89787,-8.47109,64,,Clst,Other
Measles,Measles,Ireland (Belfast),54.57007,-5.95184,4,,Clst,Other
Measles,Measles,Ireland,53.41291,-8.24389,217,,Epd,Other
Mumps,Mumps,Israel,31.046051,34.851612,4185,,Epd,Other
Measles,Measles,Israel,31.44741,34.9585,12,,Clst,Other
Measles,Measles,Israel,31.04605,34.85161,96,,Epd,Other
Mumps,Mumps,Israel,31.99991,36.851612,105,,Epd,Other
Polio,Polio,Israel,31.24757,34.86119,7,,Clst,Other
Measles,Measles,Italy,41.87194,12.56738,5189,,Epd,Other
Measles,Measles,Italy,42.9725,12.40356,724,,Epd,Other
Rubella,Rubella,Japan,35.63944,136.53809,2353,,Epd,Other
Rubella,Rubella,Japan,37.99616,140.05371,10102,,Epd,Other
Rubella,Rubella,Japan (Tokyo),35.68853,139.21875,133,,Epd,Other
Measles,Measles,Japan,39.26628,140.93262,293,,Epd,Other
Measles,Measles,Jordan (Zaatari Refugee Camp),32.4186,38.31657,13,,Clst,Other
Polio,Polio,Kenya,-0.02356,37.90619,3,,Clst,Other
Polio,Polio,Kenya,-0.023559,37.01231,13,,Clst,Other
Polio,Polio,Kenya,0.05426,40.30837,14,,Clst,Other
